datetime,fairPrice,spread,bidPrice,askPrice,bidVol,askVol,lastTradedPrice,lastTradedVol
2018-01-08 10:11:00,213.68,2.25,211.43,215.93,99,463,211.43,16
2018-01-08 10:12:00,213.89,4.00,209.89,217.89,375,128,209.89,87
2018-01-08 10:13:00,213.85,4.75,209.10,218.60,230,123,218.60,56
2018-01-08 10:14:00,214.16,3.00,211.16,217.16,126,88,211.16,62
2018-01-08 10:15:00,213.97,3.00,210.97,216.97,24,432,210.97,12
2018-01-08 10:16:00,213.68,3.50,210.18,217.18,348,37,210.18,79
2018-01-08 10:17:00,213.77,2.00,211.77,215.77,363,451,215.77,245
2018-01-08 10:18:00,213.86,4.00,209.86,217.86,119,498,209.86,38
2018-01-08 10:19:00,213.57,4.50,209.07,218.07,280,229,209.07,145
2018-01-08 10:20:00,213.66,2.74,210.92,216.40,205,469,210.92,39
2018-01-08 10:21:00,213.63,2.95,210.68,216.59,491,118,210.68,129
2018-01-08 10:22:00,213.40,1.22,212.19,214.62,278,241,212.19,24
2018-01-08 10:23:00,213.57,3.44,210.13,217.01,378,320,217.01,140
2018-01-08 10:24:00,213.39,1.24,212.15,214.64,255,105,212.15,44
2018-01-08 10:25:00,213.23,2.22,211.00,215.45,66,460,215.45,58
2018-01-08 10:26:00,213.36,3.52,209.84,216.88,333,158,209.84,139
2018-01-08 10:27:00,213.16,3.08,210.08,216.24,104,313,210.08,5
2018-01-08 10:28:00,213.06,3.51,209.55,216.57,266,240,209.55,64
2018-01-08 10:29:00,212.76,4.04,208.73,216.80,80,113,216.80,41
2018-01-08 10:30:00,212.56,4.32,208.24,216.88,54,115,208.24,6
2018-01-08 10:31:00,212.84,4.32,208.52,217.15,37,243,217.15,84
2018-01-08 10:32:00,212.79,1.37,211.41,214.16,118,170,214.16,52
2018-01-08 10:33:00,213.14,3.37,209.77,216.51,293,371,216.51,173
2018-01-08 10:34:00,213.35,2.35,211.00,215.71,184,254,215.71,47
2018-01-08 10:35:00,213.23,3.31,209.92,216.53,202,197,216.53,61
2018-01-08 10:36:00,213.18,3.83,209.35,217.02,152,280,217.02,29
2018-01-08 10:37:00,213.53,4.03,209.50,217.56,206,112,217.56,39
2018-01-08 10:38:00,213.44,2.27,211.17,215.71,129,359,215.71,110
2018-01-08 10:39:00,213.38,3.29,210.09,216.67,499,278,216.67,65
2018-01-08 10:40:00,213.60,2.99,210.61,216.59,90,301,210.61,32
2018-01-08 10:41:00,213.54,3.28,210.26,216.81,28,95,216.81,23
2018-01-08 10:42:00,213.29,1.75,211.54,215.05,119,305,211.54,60
2018-01-08 10:43:00,213.59,3.75,209.84,217.34,35,239,217.34,82
2018-01-08 10:44:00,214.13,1.99,212.14,216.13,286,256,212.14,115
2018-01-08 10:45:00,214.34,3.49,210.86,217.83,447,68,217.83,33
2018-01-08 10:46:00,214.19,2.98,211.20,217.17,411,11,217.17,5
2018-01-08 10:47:00,214.50,4.25,210.24,218.75,216,102,210.24,46
2018-01-08 10:48:00,214.31,3.77,210.54,218.07,256,68,218.07,5
2018-01-08 10:49:00,214.12,3.00,211.12,217.12,462,45,211.12,50
2018-01-08 10:50:00,214.25,3.73,210.52,217.97,116,59,210.52,40
2018-01-08 10:51:00,214.19,3.46,210.73,217.65,361,166,217.65,67
2018-01-08 10:52:00,214.24,2.19,212.05,216.42,334,305,216.42,110
2018-01-08 10:53:00,214.06,1.48,212.58,215.54,34,17,215.54,9
2018-01-08 10:54:00,214.26,2.98,211.28,217.25,359,373,211.28,92
2018-01-08 10:55:00,213.83,1.76,212.08,215.59,269,365,215.59,159
2018-01-08 10:56:00,213.64,1.52,212.12,215.15,173,244,212.12,62
2018-01-08 10:57:00,213.59,2.81,210.78,216.40,188,343,210.78,81
2018-01-08 10:58:00,213.72,3.61,210.10,217.33,380,333,210.10,39
2018-01-08 10:59:00,213.74,2.62,211.12,216.36,214,87,216.36,36
2018-01-08 11:00:00,213.75,1.87,211.88,215.62,182,421,211.88,45
2018-01-08 11:01:00,214.07,4.41,209.66,218.48,188,308,218.48,116
2018-01-08 11:02:00,214.26,4.45,209.80,218.71,350,400,209.80,146
2018-01-08 11:03:00,213.79,3.14,210.65,216.93,274,136,210.65,27
2018-01-08 11:04:00,213.65,3.88,209.77,217.54,363,198,217.54,55
2018-01-08 11:05:00,213.41,1.90,211.50,215.31,381,268,215.31,89
2018-01-08 11:06:00,213.72,1.43,212.29,215.16,253,59,215.16,28
2018-01-08 11:07:00,213.84,2.41,211.44,216.25,37,324,211.44,20
2018-01-08 11:08:00,213.64,3.68,209.96,217.32,415,206,209.96,142
2018-01-08 11:09:00,213.46,2.76,210.69,216.22,284,206,216.22,11
2018-01-08 11:10:00,213.47,2.21,211.26,215.68,27,248,211.26,2
2018-01-08 11:11:00,213.18,2.28,210.90,215.46,332,39,215.46,1
2018-01-08 11:12:00,213.27,2.27,211.00,215.54,243,449,215.54,6
2018-01-08 11:13:00,213.05,2.07,210.98,215.12,233,378,215.12,14
2018-01-08 11:14:00,213.04,1.85,211.20,214.89,363,399,211.20,16
2018-01-08 11:15:00,213.03,3.66,209.37,216.69,424,422,216.69,5
2018-01-08 11:16:00,212.96,1.95,211.01,214.91,86,236,211.01,2
2018-01-08 11:17:00,213.00,4.75,208.25,217.75,366,38,208.25,27
2018-01-08 11:18:00,213.01,3.32,209.70,216.33,274,493,209.70,24
2018-01-08 11:19:00,212.67,4.55,208.12,217.23,423,28,217.23,3
2018-01-08 11:20:00,212.73,4.84,207.89,217.57,101,319,207.89,7
2018-01-08 11:21:00,212.65,3.63,209.03,216.28,94,196,216.28,15
2018-01-08 11:22:00,212.41,1.89,210.52,214.30,422,458,210.52,40
2018-01-08 11:23:00,212.18,3.93,208.25,216.10,139,46,208.25,13
2018-01-08 11:24:00,212.29,4.21,208.08,216.51,381,364,208.08,3
2018-01-08 11:25:00,212.23,3.77,208.46,216.01,426,245,216.01,1
2018-01-08 11:26:00,211.83,4.31,207.52,216.14,200,177,207.52,6
2018-01-08 11:27:00,211.40,2.10,209.30,213.51,439,391,213.51,39
2018-01-08 11:28:00,211.37,3.11,208.25,214.48,481,264,214.48,9
2018-01-08 11:29:00,211.33,5.14,206.20,216.47,275,48,206.20,23
2018-01-08 11:30:00,211.24,3.95,207.29,215.19,260,70,207.29,15
2018-01-08 11:31:00,211.36,3.70,207.66,215.06,68,35,215.06,3
2018-01-08 11:32:00,211.40,2.96,208.44,214.36,167,120,208.44,13
2018-01-08 11:33:00,211.59,3.97,207.63,215.56,147,50,215.56,3
2018-01-08 11:34:00,211.86,5.23,206.63,217.09,205,338,217.09,4
2018-01-08 11:35:00,212.03,4.02,208.01,216.06,123,340,216.06,31
2018-01-08 11:36:00,212.19,5.33,206.86,217.52,225,282,206.86,18
2018-01-08 11:37:00,211.99,3.08,208.92,215.07,186,420,215.07,43
2018-01-08 11:38:00,211.93,4.32,207.61,216.25,432,76,216.25,30
2018-01-08 11:39:00,211.93,2.34,209.60,214.27,61,430,214.27,49
2018-01-08 11:40:00,212.01,4.33,207.68,216.34,377,467,207.68,49
2018-01-08 11:41:00,211.79,5.08,206.71,216.87,316,397,216.87,194
2018-01-08 11:42:00,212.06,4.60,207.46,216.66,61,481,216.66,247
2018-01-08 11:43:00,212.11,3.79,208.31,215.90,131,327,208.31,15
2018-01-08 11:44:00,212.21,3.72,208.49,215.93,265,52,208.49,116
2018-01-08 11:45:00,211.94,3.49,208.45,215.43,14,72,215.43,22
2018-01-08 11:46:00,212.30,3.96,208.34,216.25,174,335,216.25,139
2018-01-08 11:47:00,212.18,3.00,209.17,215.18,232,139,215.18,28
2018-01-08 11:48:00,212.14,5.22,206.92,217.36,288,301,217.36,32
2018-01-08 11:49:00,211.90,3.49,208.41,215.39,290,121,208.41,28
2018-01-08 11:50:00,212.19,3.99,208.20,216.18,124,39,208.20,47
2018-01-08 11:51:00,211.84,4.25,207.60,216.09,57,470,207.60,26
2018-01-08 11:52:00,211.67,4.73,206.95,216.40,177,64,206.95,14
2018-01-08 11:53:00,211.97,5.27,206.69,217.24,277,20,217.24,8
2018-01-08 11:54:00,212.14,3.57,208.57,215.71,328,147,208.57,133
2018-01-08 11:55:00,212.20,2.83,209.37,215.02,61,447,215.02,70
2018-01-08 11:56:00,212.20,4.03,208.17,216.24,173,184,216.24,7
2018-01-08 11:57:00,212.24,5.04,207.20,217.28,68,315,207.20,33
2018-01-08 11:58:00,212.46,4.55,207.91,217.01,16,144,217.01,12
2018-01-08 11:59:00,212.09,3.55,208.55,215.64,38,246,215.64,41
2018-01-08 12:00:00,211.98,2.35,209.63,214.32,494,54,209.63,255
2018-01-08 12:01:00,212.13,2.82,209.31,214.95,484,381,214.95,120
2018-01-08 12:02:00,212.38,2.95,209.44,215.33,182,336,215.33,73
2018-01-08 12:03:00,212.31,4.16,208.16,216.47,478,341,208.16,40
2018-01-08 12:04:00,212.79,2.36,210.42,215.15,269,332,215.15,93
2018-01-08 12:05:00,212.95,2.86,210.09,215.82,383,461,210.09,21
2018-01-08 12:06:00,213.01,2.31,210.70,215.33,438,75,215.33,13
2018-01-08 12:07:00,213.23,4.55,208.68,217.79,300,188,217.79,26
2018-01-08 12:08:00,213.63,3.81,209.83,217.44,224,406,217.44,28
2018-01-08 12:09:00,214.21,2.56,211.64,216.77,92,137,216.77,50
2018-01-08 12:10:00,214.32,3.30,211.01,217.62,264,371,217.62,168
2018-01-08 12:11:00,214.45,4.02,210.43,218.47,317,100,218.47,37
2018-01-08 12:12:00,214.45,2.70,211.76,217.15,225,451,211.76,83
2018-01-08 12:13:00,214.90,3.19,211.71,218.09,47,302,211.71,10
2018-01-08 12:14:00,215.47,2.16,213.32,217.63,494,394,213.32,50
2018-01-08 12:15:00,215.36,4.92,210.44,220.27,358,434,210.44,138
2018-01-08 12:16:00,215.12,3.40,211.72,218.52,138,356,211.72,11
2018-01-08 12:17:00,215.10,4.59,210.51,219.69,33,73,210.51,6
2018-01-08 12:18:00,215.29,2.09,213.20,217.38,30,109,213.20,10
2018-01-08 12:19:00,215.44,2.82,212.62,218.25,168,138,218.25,22
2018-01-08 12:20:00,215.30,4.03,211.27,219.33,270,190,211.27,10
2018-01-08 12:21:00,215.49,4.28,211.21,219.77,129,344,211.21,65
2018-01-08 12:22:00,215.65,4.04,211.61,219.68,105,275,219.68,148
2018-01-08 12:23:00,216.29,4.28,212.01,220.56,87,296,220.56,27
2018-01-08 12:24:00,216.42,3.21,213.21,219.63,276,148,213.21,17
2018-01-08 12:25:00,216.38,2.71,213.66,219.09,163,294,219.09,110
2018-01-08 12:26:00,216.84,3.70,213.14,220.54,25,493,220.54,43
2018-01-08 12:27:00,216.95,3.66,213.29,220.60,109,257,213.29,6
2018-01-08 12:28:00,217.14,4.39,212.75,221.54,404,470,212.75,22
2018-01-08 12:29:00,216.90,2.65,214.25,219.54,500,251,214.25,14
2018-01-08 12:30:00,217.23,4.43,212.81,221.66,389,48,221.66,1
2018-01-08 12:31:00,217.43,3.96,213.47,221.39,439,76,221.39,1
2018-01-08 12:32:00,217.37,1.71,215.66,219.08,276,491,219.08,109
2018-01-08 12:33:00,217.50,3.55,213.95,221.04,232,420,221.04,105
2018-01-08 12:34:00,217.56,1.89,215.68,219.45,427,26,219.45,5
2018-01-08 12:35:00,217.75,1.85,215.90,219.60,415,43,219.60,8
2018-01-08 12:36:00,218.13,3.66,214.46,221.79,323,31,221.79,17
2018-01-08 12:37:00,217.96,4.19,213.77,222.15,257,289,213.77,45
2018-01-08 12:38:00,218.20,5.00,213.20,223.20,295,383,223.20,87
2018-01-08 12:39:00,218.42,2.00,216.42,220.42,153,475,220.42,52
2018-01-08 12:40:00,219.00,3.72,215.27,222.72,308,62,215.27,120
2018-01-08 12:41:00,218.82,2.97,215.85,221.80,198,248,215.85,108
2018-01-08 12:42:00,218.99,4.20,214.79,223.19,125,42,223.19,7
2018-01-08 12:43:00,218.96,4.40,214.56,223.36,75,162,214.56,14
2018-01-08 12:44:00,219.47,2.90,216.57,222.37,323,217,222.37,21
2018-01-08 12:45:00,219.31,4.14,215.16,223.45,325,167,215.16,43
2018-01-08 12:46:00,219.04,2.70,216.34,221.75,40,317,216.34,15
2018-01-08 12:47:00,219.18,1.97,217.22,221.15,445,314,221.15,111
2018-01-08 12:48:00,219.17,4.71,214.45,223.88,406,144,214.45,155
2018-01-08 12:49:00,218.61,3.69,214.91,222.30,142,153,222.30,42
2018-01-08 12:50:00,218.43,2.39,216.03,220.82,40,339,220.82,73
2018-01-08 12:51:00,218.50,3.39,215.11,221.90,254,382,215.11,20
2018-01-08 12:52:00,218.81,4.47,214.33,223.28,473,67,214.33,260
2018-01-08 12:53:00,218.30,5.01,213.28,223.31,131,442,213.28,65
2018-01-08 12:54:00,218.30,3.42,214.88,221.72,309,258,214.88,89
2018-01-08 12:55:00,218.11,4.15,213.96,222.25,292,197,213.96,69
2018-01-08 12:56:00,217.94,4.90,213.05,222.84,409,427,222.84,127
2018-01-08 12:57:00,217.87,4.35,213.52,222.22,26,484,222.22,225
2018-01-08 12:58:00,218.27,2.81,215.46,221.09,101,162,221.09,13
2018-01-08 12:59:00,218.46,4.21,214.24,222.67,160,460,214.24,30
2018-01-08 13:00:00,218.55,2.70,215.85,221.25,278,139,215.85,152
2018-01-08 13:01:00,218.57,2.23,216.34,220.80,376,333,216.34,150
2018-01-08 13:02:00,218.66,2.23,216.43,220.89,404,402,220.89,134
2018-01-08 13:03:00,218.57,3.94,214.63,222.51,199,67,214.63,97
2018-01-08 13:04:00,218.31,4.17,214.14,222.48,266,472,214.14,110
2018-01-08 13:05:00,218.34,1.87,216.47,220.21,17,198,220.21,10
2018-01-08 13:06:00,218.63,3.83,214.79,222.46,469,371,214.79,163
2018-01-08 13:07:00,218.22,4.11,214.11,222.33,307,209,214.11,76
2018-01-08 13:08:00,217.98,1.81,216.17,219.78,57,75,219.78,23
2018-01-08 13:09:00,217.95,1.80,216.15,219.75,378,64,219.75,29
2018-01-08 13:10:00,217.66,4.54,213.12,222.20,500,195,222.20,30
2018-01-08 13:11:00,217.75,3.05,214.70,220.79,471,249,220.79,89
2018-01-08 13:12:00,217.66,1.55,216.10,219.21,458,200,219.21,98
2018-01-08 13:13:00,217.93,1.81,216.12,219.74,178,387,216.12,43
2018-01-08 13:14:00,217.54,2.85,214.68,220.39,350,149,220.39,63
2018-01-08 13:15:00,217.86,2.60,215.26,220.47,153,462,220.47,22
2018-01-08 13:16:00,217.65,4.34,213.31,221.98,343,479,221.98,180
2018-01-08 13:17:00,217.95,3.64,214.31,221.59,27,116,221.59,17
2018-01-08 13:18:00,218.06,2.34,215.71,220.40,394,84,215.71,122
2018-01-08 13:19:00,217.64,2.82,214.82,220.47,122,318,220.47,62
2018-01-08 13:20:00,217.54,3.50,214.04,221.04,321,143,214.04,119
2018-01-08 13:21:00,217.50,2.21,215.30,219.71,227,177,219.71,81
2018-01-08 13:22:00,217.42,1.90,215.52,219.32,54,284,219.32,109
2018-01-08 13:23:00,217.80,1.35,216.45,219.15,185,278,219.15,44
2018-01-08 13:24:00,217.56,1.57,215.99,219.13,59,11,215.99,22
2018-01-08 13:25:00,217.68,2.34,215.35,220.02,250,83,220.02,7
2018-01-08 13:26:00,217.57,2.05,215.52,219.62,402,387,215.52,23
2018-01-08 13:27:00,217.70,3.54,214.16,221.24,106,459,221.24,229
2018-01-08 13:28:00,217.93,2.07,215.86,220.00,425,238,220.00,112
2018-01-08 13:29:00,217.66,1.98,215.68,219.64,134,452,219.64,79
2018-01-08 13:30:00,217.92,2.47,215.45,220.38,174,23,215.45,56
2018-01-08 13:31:00,217.47,2.45,215.02,219.92,341,437,219.92,93
2018-01-08 13:32:00,217.57,1.72,215.85,219.29,82,229,219.29,8
2018-01-08 13:33:00,217.62,1.25,216.37,218.87,232,340,218.87,69
2018-01-08 13:34:00,217.51,3.26,214.25,220.78,220,480,220.78,43
2018-01-08 13:35:00,217.53,1.76,215.77,219.29,314,178,219.29,72
2018-01-08 13:36:00,217.43,1.51,215.92,218.95,395,340,215.92,136
2018-01-08 13:37:00,217.43,4.25,213.18,221.68,302,448,221.68,69
2018-01-08 13:38:00,217.67,2.72,214.94,220.39,71,10,214.94,15
2018-01-08 13:39:00,217.73,1.99,215.74,219.72,431,239,219.72,63
2018-01-08 13:40:00,217.71,3.77,213.94,221.49,180,251,213.94,94
2018-01-08 13:41:00,217.43,2.54,214.89,219.97,11,368,214.89,6
2018-01-08 13:42:00,217.07,3.78,213.29,220.86,421,22,213.29,10
2018-01-08 13:43:00,217.02,2.02,215.00,219.04,402,479,215.00,52
2018-01-08 13:44:00,217.15,4.14,213.01,221.28,295,262,213.01,107
2018-01-08 13:45:00,216.91,3.16,213.75,220.08,126,208,220.08,23
2018-01-08 13:46:00,217.24,1.65,215.58,218.89,357,260,215.58,25
2018-01-08 13:47:00,217.32,3.92,213.41,221.24,323,98,221.24,50
2018-01-08 13:48:00,217.46,3.95,213.51,221.41,351,139,213.51,47
2018-01-08 13:49:00,217.81,3.53,214.28,221.34,332,378,214.28,56
2018-01-08 13:50:00,217.74,3.78,213.96,221.51,447,492,221.51,197
2018-01-08 13:51:00,217.68,2.77,214.91,220.45,267,440,214.91,53
2018-01-08 13:52:00,217.94,3.28,214.66,221.23,400,63,221.23,27
2018-01-08 13:53:00,217.69,4.33,213.36,222.02,65,327,213.36,33
2018-01-08 13:54:00,217.55,2.36,215.19,219.90,262,289,219.90,58
2018-01-08 13:55:00,217.72,2.90,214.82,220.62,170,381,220.62,165
2018-01-08 13:56:00,218.10,2.66,215.44,220.76,453,492,215.44,23
2018-01-08 13:57:00,218.11,4.11,214.01,222.22,12,81,214.01,5
2018-01-08 13:58:00,218.38,4.43,213.95,222.81,215,423,213.95,84
2018-01-08 13:59:00,217.95,1.69,216.26,219.64,440,213,216.26,133
2018-01-08 14:00:00,217.82,2.69,215.13,220.50,117,354,220.50,35
2018-01-08 14:01:00,217.83,1.65,216.18,219.48,125,190,219.48,61
2018-01-08 14:02:00,218.24,3.89,214.35,222.13,472,183,214.35,9
2018-01-08 14:03:00,218.09,3.63,214.47,221.72,402,161,214.47,35
2018-01-08 14:04:00,218.21,2.42,215.79,220.63,304,447,220.63,38
2018-01-08 14:05:00,218.27,2.17,216.10,220.45,384,274,216.10,69
2018-01-08 14:06:00,218.51,2.45,216.07,220.96,186,265,220.96,14
2018-01-08 14:07:00,218.21,3.43,214.78,221.64,158,377,214.78,55
2018-01-08 14:08:00,218.02,2.99,215.04,221.01,199,395,221.01,87
2018-01-08 14:09:00,218.44,3.74,214.70,222.18,392,371,222.18,184
2018-01-08 14:10:00,218.36,4.51,213.85,222.87,367,375,213.85,110
2018-01-08 14:11:00,218.23,3.97,214.26,222.21,280,59,222.21,14
2018-01-08 14:12:00,217.91,2.49,215.42,220.41,35,237,220.41,104
2018-01-08 14:13:00,218.37,2.27,216.09,220.64,380,98,220.64,47
2018-01-08 14:14:00,218.47,2.77,215.70,221.24,136,465,221.24,208
2018-01-08 14:15:00,218.28,4.02,214.26,222.30,255,356,214.26,8
2018-01-08 14:16:00,218.53,1.96,216.56,220.49,178,135,220.49,59
2018-01-08 14:17:00,218.68,4.48,214.20,223.16,418,101,214.20,41
2018-01-08 14:18:00,219.01,3.94,215.08,222.95,231,401,222.95,58
2018-01-08 14:19:00,219.06,4.27,214.79,223.33,154,98,223.33,15
2018-01-08 14:20:00,219.26,3.04,216.22,222.31,425,198,222.31,106
2018-01-08 14:21:00,219.19,4.80,214.39,224.00,169,48,224.00,23
2018-01-08 14:22:00,219.66,3.55,216.10,223.21,319,338,216.10,83
2018-01-08 14:23:00,219.57,4.31,215.27,223.88,311,64,223.88,6
2018-01-08 14:24:00,219.43,3.79,215.64,223.22,84,52,223.22,17
2018-01-08 14:25:00,219.45,2.31,217.14,221.76,172,355,221.76,148
2018-01-08 14:26:00,219.85,3.29,216.56,223.14,316,294,216.56,35
2018-01-08 14:27:00,220.03,3.01,217.03,223.04,304,170,217.03,40
2018-01-08 14:28:00,219.90,3.80,216.10,223.70,49,394,223.70,52
2018-01-08 14:29:00,219.89,3.80,216.10,223.69,338,173,216.10,96
2018-01-08 14:30:00,220.06,4.05,216.01,224.10,347,455,216.01,151
2018-01-08 14:31:00,219.96,4.02,215.94,223.98,111,118,223.98,37
2018-01-08 14:32:00,220.06,1.77,218.30,221.83,314,18,218.30,83
2018-01-08 14:33:00,219.91,2.24,217.66,222.15,343,52,222.15,7
2018-01-08 14:34:00,219.60,3.20,216.39,222.80,470,461,216.39,137
2018-01-08 14:35:00,219.66,3.70,215.96,223.35,65,427,223.35,103
2018-01-08 14:36:00,219.60,4.45,215.15,224.06,270,135,215.15,31
2018-01-08 14:37:00,219.89,2.43,217.47,222.32,301,99,217.47,109
2018-01-08 14:38:00,219.75,3.41,216.34,223.16,465,434,216.34,246
2018-01-08 14:39:00,219.66,2.13,217.53,221.79,287,376,221.79,68
2018-01-08 14:40:00,219.64,2.81,216.83,222.45,397,386,222.45,89
2018-01-08 14:41:00,219.70,3.30,216.40,223.00,262,326,216.40,58
2018-01-08 14:42:00,219.83,3.84,215.99,223.67,46,276,223.67,55
2018-01-08 14:43:00,220.41,3.58,216.82,223.99,394,353,216.82,110
2018-01-08 14:44:00,220.84,3.81,217.03,224.65,164,81,217.03,38
2018-01-08 14:45:00,220.71,4.30,216.41,225.01,106,134,216.41,38
2018-01-08 14:46:00,221.06,2.79,218.27,223.85,54,241,218.27,22
2018-01-08 14:47:00,221.34,2.08,219.26,223.42,388,470,219.26,76
2018-01-08 14:48:00,221.62,3.04,218.58,224.65,327,136,218.58,18
2018-01-08 14:49:00,221.44,4.30,217.14,225.75,99,442,225.75,150
2018-01-08 14:50:00,221.36,2.32,219.04,223.69,335,59,219.04,15
2018-01-08 14:51:00,221.54,4.06,217.48,225.60,346,220,225.60,80
2018-01-08 14:52:00,221.89,3.31,218.58,225.20,271,301,225.20,92
2018-01-08 14:53:00,222.35,3.82,218.53,226.17,495,263,218.53,81
2018-01-08 14:54:00,222.61,1.52,221.09,224.14,487,333,224.14,174
2018-01-08 14:55:00,222.92,4.01,218.91,226.94,61,150,218.91,20
2018-01-08 14:56:00,222.59,2.20,220.39,224.79,293,193,224.79,68
2018-01-08 14:57:00,222.61,1.45,221.16,224.05,193,302,224.05,65
2018-01-08 14:58:00,222.68,3.67,219.01,226.35,424,307,226.35,29
2018-01-08 14:59:00,222.51,1.91,220.59,224.42,430,240,220.59,84
2018-01-08 15:00:00,222.63,3.70,218.93,226.34,211,434,218.93,111
2018-01-08 15:01:00,222.30,2.74,219.56,225.05,462,231,225.05,67
2018-01-08 15:02:00,222.03,4.49,217.54,226.52,306,398,226.52,99
2018-01-08 15:03:00,222.48,3.49,218.99,225.97,121,141,225.97,16
2018-01-08 15:04:00,222.44,2.02,220.43,224.46,38,368,224.46,187
2018-01-08 15:05:00,222.44,2.27,220.17,224.71,220,495,224.71,6
2018-01-08 15:06:00,222.16,3.26,218.90,225.43,469,375,225.43,119
2018-01-08 15:07:00,222.58,4.27,218.31,226.85,360,135,226.85,18
2018-01-08 15:08:00,222.69,4.28,218.42,226.97,216,222,218.42,70
2018-01-08 15:09:00,222.73,3.54,219.19,226.27,429,462,219.19,192
2018-01-08 15:10:00,222.43,2.27,220.16,224.71,157,378,224.71,187
2018-01-08 15:11:00,222.58,3.48,219.10,226.06,340,355,226.06,12
2018-01-08 15:12:00,222.56,1.94,220.63,224.50,54,477,220.63,9
2018-01-08 15:13:00,222.42,3.97,218.45,226.39,416,95,226.39,29
2018-01-08 15:14:00,222.20,1.50,220.70,223.70,368,303,220.70,90
2018-01-08 15:15:00,222.46,2.25,220.22,224.71,252,336,220.22,67
2018-01-08 15:16:00,222.13,4.25,217.88,226.38,448,184,217.88,50
2018-01-08 15:17:00,222.33,2.29,220.05,224.62,472,132,224.62,37
2018-01-08 15:18:00,222.69,4.53,218.15,227.22,38,90,218.15,6
2018-01-08 15:19:00,222.93,2.54,220.39,225.47,81,96,225.47,21
2018-01-08 15:20:00,222.82,4.29,218.53,227.12,436,499,218.53,143
2018-01-08 15:21:00,222.42,2.06,220.36,224.47,186,352,220.36,77
2018-01-08 15:22:00,222.63,3.57,219.07,226.20,443,130,219.07,111
2018-01-08 15:23:00,222.55,2.07,220.48,224.62,139,162,224.62,77
2018-01-08 15:24:00,222.77,3.82,218.95,226.59,313,199,218.95,32
2018-01-08 15:25:00,222.75,4.28,218.46,227.03,229,500,218.46,97
