datetime,fairPrice,spread,bidPrice,askPrice,bidVol,askVol,lastTradedPrice,lastTradedVol
2018-01-08 10:59:00,100.57,2.08,98.48,102.65,9495,8229,102.65,752
2018-01-08 11:00:00,100.68,1.77,98.91,102.44,2615,2494,98.91,222
2018-01-08 11:01:00,100.60,1.37,99.23,101.97,6767,6128,99.23,743
2018-01-08 11:02:00,100.71,2.06,98.65,102.77,4201,4840,98.65,386
2018-01-08 11:03:00,100.74,1.36,99.38,102.10,9671,4797,99.38,843
2018-01-08 11:04:00,100.75,1.35,99.40,102.10,3303,8656,102.10,362
2018-01-08 11:05:00,100.66,1.24,99.41,101.90,1216,4977,101.90,337
2018-01-08 11:06:00,100.53,1.45,99.08,101.98,7893,5950,101.98,251
2018-01-08 11:07:00,100.59,0.93,99.65,101.52,1517,2559,101.52,222
2018-01-08 11:08:00,100.57,1.73,98.84,102.31,987,6668,102.31,124
2018-01-08 11:09:00,100.53,0.73,99.81,101.26,4164,6407,101.26,3807
2018-01-08 11:10:00,100.65,1.83,98.82,102.48,6743,1596,98.82,425
2018-01-08 11:11:00,100.79,1.35,99.44,102.14,7756,6743,99.44,834
2018-01-08 11:12:00,100.85,1.85,99.00,102.70,5997,442,102.70,10
2018-01-08 11:13:00,101.10,1.24,99.86,102.34,7471,2891,102.34,145
2018-01-08 11:14:00,101.10,0.84,100.26,101.94,5521,5192,100.26,271
2018-01-08 11:15:00,101.11,2.15,98.96,103.25,8332,1851,98.96,847
2018-01-08 11:16:00,101.24,1.95,99.30,103.19,8157,9570,99.30,424
2018-01-08 11:17:00,101.28,1.85,99.43,103.13,1430,5941,99.43,166
2018-01-08 11:18:00,101.34,0.95,100.39,102.30,9206,1759,102.30,28
2018-01-08 11:19:00,101.51,0.66,100.85,102.16,879,2859,102.16,1600
2018-01-08 11:20:00,101.55,1.56,99.99,103.11,2566,4373,99.99,286
2018-01-08 11:21:00,101.63,1.43,100.20,103.06,9390,3434,100.20,5289
2018-01-08 11:22:00,101.47,0.73,100.75,102.20,1260,7029,100.75,189
2018-01-08 11:23:00,101.35,1.53,99.82,102.89,5542,3433,102.89,1258
2018-01-08 11:24:00,101.43,0.81,100.62,102.24,3815,5057,102.24,1943
2018-01-08 11:25:00,101.37,1.50,99.87,102.88,3433,9787,99.87,987
2018-01-08 11:26:00,101.40,1.67,99.73,103.06,6999,5369,99.73,3162
2018-01-08 11:27:00,101.29,0.96,100.32,102.25,4522,8002,102.25,2620
2018-01-08 11:28:00,101.36,2.02,99.34,103.37,2489,5200,103.37,985
2018-01-08 11:29:00,101.43,0.58,100.85,102.00,4605,5966,100.85,2498
2018-01-08 11:30:00,101.42,1.26,100.16,102.69,4097,7184,100.16,1934
2018-01-08 11:31:00,101.44,1.41,100.02,102.85,7192,371,100.02,3452
2018-01-08 11:32:00,101.39,0.69,100.70,102.08,8415,6040,100.70,1646
2018-01-08 11:33:00,101.47,1.01,100.45,102.48,376,4460,100.45,201
2018-01-08 11:34:00,101.25,0.31,100.93,101.56,9072,3616,101.56,1413
2018-01-08 11:35:00,101.19,1.30,99.88,102.49,8406,1068,99.88,1595
2018-01-08 11:36:00,101.28,1.36,99.92,102.63,845,4979,102.63,530
2018-01-08 11:37:00,101.22,1.64,99.58,102.86,7588,1520,99.58,618
2018-01-08 11:38:00,101.40,0.72,100.68,102.11,7727,4767,100.68,1838
2018-01-08 11:39:00,101.41,0.61,100.80,102.03,6093,1741,100.80,1768
2018-01-08 11:40:00,101.49,0.49,101.00,101.98,4299,1976,101.98,95
2018-01-08 11:41:00,101.53,1.35,100.18,102.87,7641,7265,102.87,534
2018-01-08 11:42:00,101.41,1.35,100.06,102.76,3958,3597,100.06,403
2018-01-08 11:43:00,101.33,1.34,99.99,102.67,9112,3070,102.67,254
2018-01-08 11:44:00,101.24,0.84,100.41,102.08,6283,928,102.08,27
2018-01-08 11:45:00,101.38,0.44,100.94,101.81,7900,105,100.94,912
2018-01-08 11:46:00,102.16,1.38,100.78,103.54,8351,7176,100.78,176
2018-01-08 11:47:00,102.17,1.77,100.40,103.94,8404,8853,103.94,959
2018-01-08 11:48:00,102.20,0.48,101.73,102.68,9869,5348,101.73,1392
2018-01-08 11:49:00,102.26,0.59,101.68,102.85,632,1027,102.85,368
2018-01-08 11:50:00,102.18,1.80,100.38,103.98,8306,2210,103.98,59
2018-01-08 11:51:00,102.28,1.91,100.37,104.19,5773,9673,100.37,2926
2018-01-08 11:52:00,102.28,0.92,101.36,103.20,1727,285,101.36,362
2018-01-08 11:53:00,102.30,0.83,101.47,103.14,9100,344,101.47,5069
2018-01-08 11:54:00,102.53,0.96,101.58,103.49,3497,1451,101.58,260
2018-01-08 11:55:00,102.58,1.48,101.11,104.06,8988,1873,101.11,226
2018-01-08 11:56:00,102.60,1.21,101.40,103.81,4803,3969,103.81,363
2018-01-08 11:57:00,102.54,1.94,100.60,104.48,6985,6701,104.48,672
2018-01-08 11:58:00,102.55,0.81,101.74,103.36,4836,3255,101.74,267
2018-01-08 11:59:00,102.61,0.53,102.08,103.14,3371,971,102.08,13
2018-01-08 12:00:00,102.69,1.93,100.75,104.62,1200,7831,104.62,873
2018-01-08 12:01:00,102.64,1.95,100.70,104.59,4709,5404,104.59,421
2018-01-08 12:02:00,102.61,0.76,101.85,103.37,6493,5973,101.85,168
2018-01-08 12:03:00,102.55,1.07,101.48,103.62,1627,1212,101.48,40
2018-01-08 12:04:00,102.53,1.39,101.14,103.91,8325,2281,101.14,277
2018-01-08 12:05:00,102.53,1.11,101.42,103.64,4670,1786,101.42,376
2018-01-08 12:06:00,102.60,1.44,101.16,104.04,2402,3471,104.04,102
2018-01-08 12:07:00,102.66,0.84,101.82,103.50,8823,3735,101.82,625
2018-01-08 12:08:00,102.61,2.13,100.47,104.74,9682,915,100.47,600
2018-01-08 12:09:00,102.82,1.83,100.99,104.66,5122,1065,104.66,71
2018-01-08 12:10:00,102.99,0.62,102.36,103.61,2358,9414,102.36,220
2018-01-08 12:11:00,102.93,1.22,101.71,104.15,9225,697,101.71,724
2018-01-08 12:12:00,103.16,1.64,101.51,104.80,8531,8083,104.80,91
2018-01-08 12:13:00,103.26,1.72,101.54,104.98,7160,6314,101.54,705
2018-01-08 12:14:00,103.25,1.54,101.71,104.79,5275,1972,104.79,154
2018-01-08 12:15:00,103.35,0.85,102.50,104.21,4960,3187,104.21,289
2018-01-08 12:16:00,103.23,2.07,101.17,105.30,9768,5851,101.17,1091
2018-01-08 12:17:00,103.14,1.96,101.19,105.10,1590,9786,101.19,137
2018-01-08 12:18:00,102.99,2.20,100.80,105.19,8457,9820,105.19,34
2018-01-08 12:19:00,103.10,1.31,101.78,104.41,346,5215,101.78,16
2018-01-08 12:20:00,102.98,0.92,102.06,103.91,5146,9238,103.91,205
2018-01-08 12:21:00,103.04,1.33,101.72,104.37,4000,4745,101.72,470
2018-01-08 12:22:00,102.92,1.13,101.79,104.05,5520,8341,104.05,695
2018-01-08 12:23:00,102.87,1.13,101.74,104.00,6404,6262,101.74,3434
2018-01-08 12:24:00,102.79,1.33,101.46,104.12,9790,3406,101.46,2404
2018-01-08 12:25:00,102.83,2.17,100.66,105.01,944,7899,105.01,812
2018-01-08 12:26:00,102.85,1.03,101.82,103.89,7256,364,103.89,37
2018-01-08 12:27:00,103.12,1.24,101.89,104.36,3965,9442,104.36,280
2018-01-08 12:28:00,103.04,0.74,102.30,103.78,2354,4725,102.30,126
2018-01-08 12:29:00,102.90,1.64,101.26,104.54,9235,5735,101.26,767
2018-01-08 12:30:00,102.98,2.04,100.94,105.02,3413,4798,100.94,30
2018-01-08 12:31:00,102.90,1.74,101.16,104.63,4232,3881,104.63,236
2018-01-08 12:32:00,103.00,1.74,101.25,104.74,9822,4965,104.74,513
2018-01-08 12:33:00,102.97,0.94,102.03,103.92,7284,7905,102.03,90
2018-01-08 12:34:00,102.90,2.05,100.85,104.95,3658,5717,104.95,457
2018-01-08 12:35:00,103.03,2.16,100.87,105.19,1640,1839,105.19,101
2018-01-08 12:36:00,103.13,2.26,100.88,105.39,6156,5866,100.88,675
2018-01-08 12:37:00,103.21,2.15,101.06,105.37,4839,7114,105.37,268
2018-01-08 12:38:00,103.21,1.85,101.35,105.06,1437,6040,101.35,156
2018-01-08 12:39:00,103.13,1.45,101.68,104.58,2437,5520,104.58,579
2018-01-08 12:40:00,103.13,1.25,101.87,104.38,9345,7294,101.87,115
2018-01-08 12:41:00,103.00,1.34,101.66,104.35,5115,3901,101.66,497
2018-01-08 12:42:00,102.96,1.16,101.80,104.11,3937,5694,101.80,394
2018-01-08 12:43:00,102.85,1.66,101.19,104.51,7994,8744,104.51,749
2018-01-08 12:44:00,102.75,2.05,100.69,104.80,1499,2790,104.80,284
2018-01-08 12:45:00,102.74,1.54,101.20,104.28,1909,9630,101.20,110
2018-01-08 12:46:00,102.67,1.83,100.84,104.51,6526,3856,104.51,721
2018-01-08 12:47:00,102.66,1.23,101.43,103.89,2587,2490,103.89,496
2018-01-08 12:48:00,102.67,1.83,100.84,104.50,2105,9062,100.84,392
2018-01-08 12:49:00,102.71,1.62,101.08,104.33,8256,2907,101.08,3409
2018-01-08 12:50:00,102.68,2.08,100.59,104.76,434,8517,100.59,219
2018-01-08 12:51:00,102.48,1.76,100.72,104.24,7832,5315,104.24,1399
2018-01-08 12:52:00,102.58,2.17,100.41,104.75,3229,9980,100.41,1033
2018-01-08 12:53:00,102.52,0.85,101.67,103.37,6755,5215,103.37,1687
2018-01-08 12:54:00,102.65,1.34,101.31,103.99,5882,9403,103.99,2687
2018-01-08 12:55:00,102.74,2.21,100.53,104.95,1059,3513,104.95,288
2018-01-08 12:56:00,102.63,2.08,100.55,104.70,2728,4976,100.55,537
2018-01-08 12:57:00,102.58,1.87,100.71,104.44,1278,8422,104.44,2662
2018-01-08 12:58:00,102.71,1.56,101.15,104.27,6577,1456,101.15,1320
2018-01-08 12:59:00,102.66,1.01,101.65,103.68,2352,5182,101.65,263
2018-01-08 13:00:00,102.66,1.88,100.79,104.54,7624,7757,104.54,4186
2018-01-08 13:01:00,102.72,0.58,102.15,103.30,5748,4103,103.30,1733
2018-01-08 13:02:00,102.75,1.62,101.13,104.36,544,9968,104.36,3495
2018-01-08 13:03:00,102.76,1.39,101.37,104.15,3798,8905,104.15,331
2018-01-08 13:04:00,102.85,0.83,102.02,103.67,1126,2078,102.02,321
2018-01-08 13:05:00,102.92,1.94,100.99,104.86,6128,780,100.99,1151
2018-01-08 13:06:00,103.00,0.73,102.27,103.73,8549,1588,103.73,692
2018-01-08 13:07:00,103.06,0.39,102.67,103.45,1107,7045,103.45,2652
2018-01-08 13:08:00,102.95,1.59,101.36,104.54,7842,2445,104.54,392
2018-01-08 13:09:00,102.97,1.84,101.13,104.81,3581,6777,101.13,1977
2018-01-08 13:10:00,102.82,1.43,101.40,104.25,2634,3585,104.25,935
2018-01-08 13:11:00,102.94,0.51,102.43,103.45,4131,7551,103.45,3021
2018-01-08 13:12:00,102.96,0.98,101.98,103.94,8062,3739,103.94,1816
2018-01-08 13:13:00,103.13,0.25,102.88,103.38,1682,8341,103.38,63
2018-01-08 13:14:00,103.03,0.25,102.78,103.28,6877,3722,102.78,3517
2018-01-08 13:15:00,103.02,1.13,101.89,104.15,4248,1179,101.89,164
2018-01-08 13:16:00,102.95,0.73,102.22,103.67,8957,2271,103.67,102
2018-01-08 13:17:00,103.09,0.82,102.28,103.91,1080,4871,102.28,70
2018-01-08 13:18:00,103.07,1.64,101.43,104.71,1243,7548,104.71,547
2018-01-08 13:19:00,103.01,0.53,102.48,103.54,7816,1606,103.54,191
2018-01-08 13:20:00,103.06,1.15,101.91,104.21,8703,5926,101.91,293
2018-01-08 13:21:00,103.02,0.48,102.54,103.51,8076,7170,102.54,927
2018-01-08 13:22:00,102.95,1.71,101.24,104.66,4382,8660,101.24,227
2018-01-08 13:23:00,102.83,1.33,101.50,104.15,9718,1190,104.15,33
2018-01-08 13:24:00,103.00,1.29,101.71,104.28,7906,3047,104.28,318
2018-01-08 13:25:00,103.13,1.62,101.51,104.74,6619,6093,104.74,496
2018-01-08 13:26:00,103.13,1.32,101.81,104.46,906,6158,101.81,75
2018-01-08 13:27:00,102.97,1.69,101.28,104.67,1337,4474,101.28,42
2018-01-08 13:28:00,102.92,1.32,101.60,104.24,7333,768,104.24,76
2018-01-08 13:29:00,103.13,1.08,102.05,104.21,4171,667,102.05,634
2018-01-08 13:30:00,103.23,2.08,101.15,105.31,4837,8009,105.31,3875
2018-01-08 13:31:00,103.34,1.78,101.57,105.12,838,6978,105.12,285
2018-01-08 13:32:00,103.25,1.73,101.52,104.98,2722,8393,104.98,898
2018-01-08 13:33:00,103.10,1.43,101.67,104.54,6890,8913,104.54,3507
2018-01-08 13:34:00,103.25,1.08,102.17,104.32,8912,1083,104.32,456
2018-01-08 13:35:00,103.25,1.72,101.52,104.97,7045,7103,101.52,2715
2018-01-08 13:36:00,103.17,1.65,101.51,104.82,9766,2288,101.51,4554
2018-01-08 13:37:00,103.01,1.83,101.17,104.84,9802,6876,104.84,1413
2018-01-08 13:38:00,103.01,0.80,102.20,103.81,7491,9739,102.20,989
2018-01-08 13:39:00,103.04,0.92,102.12,103.96,8343,2841,103.96,311
2018-01-08 13:40:00,102.96,2.02,100.95,104.98,6281,331,100.95,1347
2018-01-08 13:41:00,103.07,2.08,100.99,105.14,993,1261,105.14,588
2018-01-08 13:42:00,103.15,1.66,101.50,104.81,6099,959,101.50,2863
2018-01-08 13:43:00,103.07,1.23,101.84,104.30,2342,6675,104.30,2464
2018-01-08 13:44:00,103.08,0.58,102.50,103.66,7795,234,103.66,67
2018-01-08 13:45:00,103.45,0.55,102.90,103.99,1145,7932,102.90,2836
2018-01-08 13:46:00,103.43,1.44,101.99,104.88,2403,486,101.99,3842
2018-01-08 13:47:00,103.22,0.48,102.73,103.70,4290,5599,103.70,4249
2018-01-08 13:48:00,103.21,0.39,102.81,103.60,231,3828,102.81,586
2018-01-08 13:49:00,103.00,0.40,102.60,103.41,3762,7998,102.60,176
2018-01-08 13:50:00,103.04,0.77,102.27,103.81,5094,4680,102.27,535
2018-01-08 13:51:00,102.93,1.17,101.75,104.10,4899,3613,104.10,1805
2018-01-08 13:52:00,103.01,0.26,102.74,103.27,359,5385,103.27,1563
2018-01-08 13:53:00,102.96,1.33,101.63,104.30,786,5217,101.63,288
2018-01-08 13:54:00,102.96,0.70,102.26,103.66,1241,8004,103.66,1450
2018-01-08 13:55:00,102.79,1.39,101.40,104.18,9042,9255,101.40,5066
2018-01-08 13:56:00,102.60,1.29,101.31,103.88,2348,2712,101.31,945
2018-01-08 13:57:00,102.64,0.28,102.35,102.92,3509,3994,102.35,2030
2018-01-08 13:58:00,102.60,0.25,102.35,102.85,2930,3141,102.35,114
2018-01-08 13:59:00,102.51,0.82,101.69,103.33,2137,1571,103.33,524
2018-01-08 14:00:00,102.65,0.35,102.29,103.00,6846,3146,103.00,253
2018-01-08 14:01:00,102.67,1.02,101.64,103.69,897,6934,101.64,436
2018-01-08 14:02:00,102.62,0.86,101.76,103.48,9492,1358,101.76,3277
2018-01-08 14:03:00,102.59,0.34,102.25,102.93,412,9367,102.25,183
2018-01-08 14:04:00,102.37,0.97,101.40,103.34,4756,8927,101.40,1268
2018-01-08 14:05:00,102.29,0.25,102.04,102.54,7820,4682,102.04,2114
2018-01-08 14:06:00,102.26,1.24,101.02,103.50,1306,4383,101.02,17
2018-01-08 14:07:00,102.27,1.15,101.12,103.43,7126,5447,103.43,65
2018-01-08 14:08:00,102.22,0.58,101.64,102.80,8199,8524,101.64,272
2018-01-08 14:09:00,102.19,0.77,101.42,102.96,1714,2582,101.42,51
2018-01-08 14:10:00,102.26,1.55,100.71,103.80,4425,170,100.71,413
2018-01-08 14:11:00,102.56,0.33,102.23,102.89,6178,3172,102.89,318
2018-01-08 14:12:00,102.46,1.07,101.38,103.53,5779,2969,103.53,320
2018-01-08 14:13:00,102.42,1.07,101.35,103.50,4159,2412,101.35,101
2018-01-08 14:14:00,102.38,1.96,100.42,104.34,435,7871,104.34,618
2018-01-08 14:15:00,102.29,1.18,101.12,103.47,8253,2576,101.12,483
2018-01-08 14:16:00,102.29,1.86,100.44,104.15,8878,9591,104.15,1089
2018-01-08 14:17:00,102.31,1.16,101.15,103.47,1927,8477,101.15,30
2018-01-08 14:18:00,102.26,1.60,100.66,103.85,2986,1813,103.85,91
2018-01-08 14:19:00,102.37,0.84,101.53,103.22,8668,112,103.22,11
2018-01-08 14:20:00,103.06,0.94,102.11,104.00,1769,7862,102.11,43
2018-01-08 14:21:00,102.93,1.67,101.26,104.61,8527,1088,104.61,45
2018-01-08 14:22:00,102.92,0.97,101.95,103.89,1126,2181,101.95,124
2018-01-08 14:23:00,102.90,1.09,101.81,104.00,5711,1351,104.00,41
2018-01-08 14:24:00,103.05,1.93,101.12,104.98,6811,2420,104.98,137
2018-01-08 14:25:00,103.14,1.43,101.71,104.58,5371,1145,104.58,75
2018-01-08 14:26:00,103.25,1.25,102.01,104.50,6737,8738,102.01,682
2018-01-08 14:27:00,103.37,2.25,101.12,105.62,3009,8112,105.62,51
2018-01-08 14:28:00,103.34,2.05,101.29,105.39,3256,4607,101.29,255
2018-01-08 14:29:00,103.43,0.92,102.51,104.34,9125,5502,102.51,43
2018-01-08 14:30:00,103.36,1.02,102.35,104.38,254,926,104.38,40
2018-01-08 14:31:00,103.29,2.34,100.94,105.63,1150,3525,100.94,10
2018-01-08 14:32:00,103.14,2.08,101.06,105.22,5004,3633,101.06,445
2018-01-08 14:33:00,103.17,1.58,101.59,104.75,9327,977,104.75,54
2018-01-08 14:34:00,103.26,1.47,101.79,104.73,7013,2462,104.73,25
2018-01-08 14:35:00,103.41,1.67,101.74,105.08,6054,556,105.08,29
2018-01-08 14:36:00,103.50,2.17,101.33,105.68,1169,980,105.68,69
2018-01-08 14:37:00,103.42,0.98,102.44,104.40,7973,9952,102.44,41
2018-01-08 14:38:00,103.36,0.99,102.38,104.35,4366,3080,104.35,354
2018-01-08 14:39:00,103.42,2.30,101.13,105.72,4856,4230,105.72,51
2018-01-08 14:40:00,103.41,2.39,101.02,105.80,444,5891,101.02,11
2018-01-08 14:41:00,103.20,1.20,102.00,104.41,9120,4159,102.00,986
2018-01-08 14:42:00,103.14,2.11,101.03,105.25,5745,7800,101.03,170
2018-01-08 14:43:00,103.17,1.91,101.26,105.09,1162,7532,105.09,708
2018-01-08 14:44:00,103.20,2.21,100.99,105.41,6889,1198,100.99,484
2018-01-08 14:45:00,103.36,1.10,102.26,104.45,7040,956,104.45,72
2018-01-08 14:46:00,103.37,1.09,102.29,104.46,6979,1450,102.29,733
2018-01-08 14:47:00,103.53,1.29,102.24,104.82,5986,4889,104.82,90
2018-01-08 14:48:00,103.57,2.27,101.30,105.84,4759,109,105.84,55
2018-01-08 14:49:00,103.99,1.68,102.31,105.67,4141,5444,102.31,888
2018-01-08 14:50:00,103.94,1.87,102.07,105.81,7388,4736,105.81,221
2018-01-08 14:51:00,103.86,1.56,102.30,105.42,1965,9557,102.30,205
2018-01-08 14:52:00,103.91,1.96,101.96,105.87,2772,232,105.87,56
2018-01-08 14:53:00,104.12,0.97,103.16,105.09,3224,8752,105.09,2401
2018-01-08 14:54:00,104.21,1.46,102.75,105.67,3807,4646,105.67,1501
2018-01-08 14:55:00,104.35,0.91,103.44,105.27,9834,4344,105.27,2187
2018-01-08 14:56:00,104.30,0.88,103.43,105.18,2565,9926,103.43,402
2018-01-08 14:57:00,104.35,1.24,103.11,105.59,350,7825,103.11,166
2018-01-08 14:58:00,104.18,2.14,102.04,106.32,6718,9746,106.32,5499
2018-01-08 14:59:00,104.31,1.65,102.66,105.95,2482,5074,105.95,2087
2018-01-08 15:00:00,104.50,0.64,103.85,105.14,6095,7696,105.14,1595
2018-01-08 15:01:00,104.54,1.40,103.15,105.94,7039,4587,105.94,1545
2018-01-08 15:02:00,104.64,2.08,102.57,106.72,1385,8192,106.72,2625
2018-01-08 15:03:00,104.57,1.16,103.41,105.74,8453,2862,105.74,301
2018-01-08 15:04:00,104.58,1.80,102.78,106.38,978,4776,102.78,354
2018-01-08 15:05:00,104.49,1.41,103.09,105.90,4311,4234,103.09,1962
2018-01-08 15:06:00,104.52,1.99,102.53,106.51,7137,4770,106.51,759
2018-01-08 15:07:00,104.45,1.56,102.90,106.01,6625,9142,106.01,5401
